surah_number,verse_number,page,x,y
2,76,11,0.0698,0.891
2,77,12,0.0744,0.051
2,78,12,0.7349,0.169
2,79,12,0.9349,0.349
2,80,12,0.4884,0.473
2,81,12,0.6713,0.592
2,82,12,0.1411,0.656
2,83,12,0.076,0.897
2,84,13,0.0744,0.109
2,85,13,0.4279,0.534
2,86,13,0.7829,0.656
2,87,13,0.1876,0.836
2,88,13,0.0698,0.895
2,89,14,0.0682,0.166
2,90,14,0.9333,0.412
2,91,14,0.7426,0.593
2,92,14,0.0682,0.652
2,93,14,0.0744,0.896
2,94,15,0.0682,0.107
2,95,15,0.9364,0.228
2,96,15,0.1163,0.349
2,97,15,0.9333,0.532
2,98,15,0.2853,0.592
2,99,15,0.0682,0.652
2,100,15,0.6961,0.774
2,101,15,0.0682,0.893
2,102,16,0.3364,0.539
2,103,16,0.9287,0.656
2,104,16,0.0698,0.718
2,105,16,0.0682,0.899
2,106,17,0.4,0.116
2,107,17,0.6605,0.238
2,108,17,0.507,0.357
2,109,17,0.9333,0.596
2,110,17,0.9349,0.715
2,111,17,0.724,0.835
2,112,17,0.0744,0.893
2,113,18,0.5333,0.229
2,114,18,0.4403,0.412
2,115,18,0.0713,0.472
2,116,18,0.5209,0.593
2,117,18,0.2558,0.654
2,118,18,0.307,0.836
2,119,18,0.076,0.894
2,120,19,0.2961,0.172
2,121,19,0.5798,0.295
2,122,19,0.2605,0.354
2,123,19,0.5736,0.477
2,124,19,0.5504,0.596
2,125,19,0.8062,0.779
2,126,19,0.076,0.9
2,127,20,0.4109,0.111
2,128,20,0.4884,0.232
2,129,20,0.3519,0.35
2,130,20,0.431,0.472
2,131,20,0.4605,0.531
2,132,20,0.6729,0.651
2,133,20,0.5302,0.834
2,134,20,0.0682,0.895
2,135,21,0.3984,0.117
2,136,21,0.9349,0.477
2,137,21,0.7721,0.535
2,138,21,0.1349,0.593
2,139,21,0.6248,0.833
2,140,21,0.0682,0.891
2,141,22,0.7705,0.173
2,142,22,0.7039,0.474
2,143,22,0.7147,0.716
2,144,22,0.0729,0.897
2,145,23,0.245,0.112
2,146,23,0.445,0.173
2,147,23,0.5132,0.299
2,148,23,0.5581,0.416
2,149,23,0.7256,0.658
2,150,23,0.2124,0.779
2,151,23,0.293,0.84
2,152,23,0.0713,0.899
2,153,24,0.6899,0.115
2,154,24,0.9333,0.234
2,155,24,0.9333,0.296
2,156,24,0.6806,0.357
2,157,24,0.2078,0.477
2,158,24,0.9349,0.657
2,159,24,0.4744,0.718
2,160,24,0.9333,0.839
2,161,24,0.9349,0.899
2,162,24,0.0698,0.896
2,163,25,0.2093,0.291
2,164,25,0.0682,0.474
2,165,25,0.5054,0.598
2,166,25,0.0682,0.72
2,167,25,0.2574,0.839
2,168,25,0.0682,0.9
2,169,26,0.769,0.173
2,170,26,0.9349,0.291
2,171,26,0.2233,0.351
2,172,26,0.6977,0.532
2,173,26,0.3054,0.709
2,174,26,0.5891,0.829
2,175,26,0.0698,0.887
2,176,27,0.4372,0.415
2,177,27,0.4806,0.654
2,178,27,0.3318,0.715
2,179,27,0.2419,0.835
2,180,27,0.0698,0.895
2,181,28,0.4636,0.113
2,182,28,0.6977,0.232
2,183,28,0.1473,0.414
2,184,28,0.3333,0.778
2,185,28,0.0744,0.897
2,186,29,0.4977,0.478
2,187,29,0.3085,0.597
2,188,29,0.7163,0.839
2,189,29,0.0744,0.898
2,190,30,0.186,0.177
2,191,30,0.6233,0.235
2,192,30,0.2295,0.296
2,193,30,0.1643,0.41
2,194,30,0.8264,0.476
2,195,30,0.4589,0.536
2,196,30,0.0682,0.899
2,197,31,0.6093,0.237
2,198,31,0.6605,0.477
2,199,31,0.0729,0.537
2,200,31,0.8248,0.778
2,201,31,0.0698,0.836
2,202,31,0.0713,0.897
2,203,32,0.1535,0.177
2,204,32,0.3581,0.296
2,205,32,0.6481,0.414
2,206,32,0.1891,0.474
2,207,32,0.6279,0.595
2,208,32,0.507,0.718
2,209,32,0.9349,0.835
2,210,32,0.0729,0.896
2,211,33,0.2171,0.114
2,212,33,0.9333,0.293
2,213,33,0.6915,0.595
2,214,33,0.5891,0.777
2,215,33,0.0713,0.896
2,216,34,0.3891,0.174
2,217,34,0.5364,0.594
2,218,34,0.5147,0.716
2,219,34,0.0744,0.893
2,220,35,0.0682,0.173
2,221,35,0.293,0.475
2,222,35,0.0729,0.656
2,223,35,0.9333,0.838
2,224,35,0.0698,0.898
2,225,36,0.5194,0.115
2,226,36,0.2171,0.177
2,227,36,0.4667,0.238
2,228,36,0.3349,0.475
2,229,36,0.7364,0.778
2,230,36,0.0729,0.895
2,231,37,0.0698,0.292
2,232,37,0.586,0.532
2,233,37,0.0682,0.892
2,234,38,0.9349,0.229
2,235,38,0.5969,0.533
2,236,38,0.9349,0.714
2,237,38,0.0682,0.895
2,238,39,0.8062,0.107
2,239,39,0.9333,0.229
2,240,39,0.3535,0.413
2,241,39,0.3519,0.475
2,242,39,0.293,0.534
2,243,39,0.0713,0.718
2,244,39,0.0698,0.779
2,245,40,0.1581,0.356
2,246,40,0.0667,0.65
2,247,40,0.0729,0.894
2,248,41,0.0682,0.414
2,249,41,0.6496,0.594
2,250,41,0.4295,0.836
2,251,41,0.0713,0.895
2,252,42,0.5132,0.357
2,253,42,0.3643,0.48
2,254,42,0.645,0.776
2,255,42,0.0729,0.895
2,256,43,0.7287,0.234
2,257,43,0.3132,0.476
2,258,43,0.0744,0.893
2,259,44,0.0682,0.235
2,260,44,0.414,0.416
2,261,44,0.0667,0.539
2,262,44,0.5256,0.658
2,263,44,0.0713,0.9
2,264,45,0.5101,0.232
2,265,45,0.2822,0.475
2,266,45,0.9318,0.716
2,267,45,0.0713,0.777
2,268,45,0.0729,0.897
2,269,46,0.2527,0.115
2,270,46,0.5147,0.295
2,271,46,0.9318,0.532
2,272,46,0.5736,0.777
2,273,47,0.1845,0.295
2,274,47,0.0713,0.359
2,275,47,0.6047,0.537
2,276,47,0.2729,0.594
2,277,47,0.5705,0.836
2,278,47,0.0744,0.895
2,279,48,0.0682,0.895
2,280,49,0.3395,0.245
2,281,49,0.462,0.422
2,282,49,0.2465,0.599
2,283,49,0.0791,0.898
2,284,50,0.8729,0.185
2,285,50,0.3674,0.187
2,286,50,0.124,0.245
3,1,50,0.3674,0.365
3,2,50,0.4419,0.424
3,3,50,0.1225,0.483
3,4,50,0.6496,0.779
3,5,50,0.3411,0.838
3,6,50,0.0713,0.897
3,7,51,0.3008,0.118
3,8,51,0.6093,0.238
3,9,51,0.2434,0.298
3,10,51,0.7659,0.533
3,11,51,0.1752,0.716
3,12,51,0.0744,0.896
3,13,52,0.7256,0.111
3,14,52,0.1953,0.172
3,15,52,0.3736,0.293
3,16,52,0.4388,0.475
3,17,52,0.6806,0.588
3,18,52,0.3767,0.657
3,19,52,0.6806,0.836
3,20,52,0.076,0.898
3,21,53,0.0713,0.111
3,22,53,0.4062,0.234
3,23,53,0.6791,0.352
3,24,53,0.2093,0.477
3,25,53,0.0713,0.598
3,26,53,0.1147,0.777
3,27,53,0.0713,0.898
3,28,54,0.4202,0.177
3,29,54,0.9318,0.296
3,30,54,0.7953,0.359
3,31,54,0.5426,0.416
3,32,54,0.7612,0.478
3,33,54,0.1318,0.536
3,34,54,0.4419,0.716
3,35,54,0.0682,0.897
3,36,55,0.5008,0.123
3,37,55,0.2264,0.241
3,38,55,0.4915,0.359
3,39,55,0.2109,0.479
3,40,55,0.5628,0.596
3,41,55,0.5566,0.657
3,42,55,0.2434,0.771
3,43,55,0.0729,0.891
3,44,56,0.0713,0.055
3,45,56,0.0713,0.172
3,46,56,0.0698,0.234
3,47,56,0.0713,0.535
3,48,56,0.6264,0.713
3,49,56,0.5519,0.776
3,50,56,0.0713,0.891
3,51,57,0.7085,0.115
3,52,57,0.769,0.176
3,53,57,0.2171,0.352
3,54,57,0.6264,0.473
3,55,57,0.0682,0.533
3,56,57,0.1411,0.591
3,57,57,0.7008,0.712
3,58,57,0.0698,0.712
3,59,57,0.076,0.889
3,60,58,0.6884,0.12
3,61,58,0.0682,0.12
3,62,58,0.7085,0.356
3,63,58,0.7488,0.474
3,64,58,0.7767,0.595
3,65,58,0.3426,0.65
3,66,58,0.7953,0.77
3,67,58,0.2,0.825
3,68,58,0.0713,0.885
3,69,59,0.6977,0.112
3,70,59,0.6853,0.23
3,71,59,0.8434,0.412
3,72,59,0.7891,0.474
3,73,59,0.0729,0.651
3,74,59,0.1194,0.714
3,75,59,0.0791,0.892
3,76,60,0.7116,0.236
3,77,60,0.5814,0.416
3,78,60,0.0713,0.473
3,79,60,0.0713,0.715
3,80,60,0.0744,0.772
3,81,60,0.076,0.892
3,82,61,0.476,0.236
3,83,61,0.0729,0.296
3,84,61,0.7628,0.475
3,85,61,0.4465,0.533
3,86,61,0.3674,0.594
3,87,61,0.2155,0.654
3,88,61,0.5209,0.772
3,89,61,0.0744,0.89
3,90,62,0.614,0.122
3,91,62,0.9318,0.297
3,92,62,0.7442,0.355
3,93,62,0.5814,0.414
3,94,62,0.445,0.476
3,95,62,0.9318,0.65
3,96,62,0.693,0.711
3,97,62,0.6109,0.83
3,98,62,0.0729,0.893
3,99,63,0.0698,0.114
3,100,63,0.7953,0.234
3,101,63,0.9349,0.473
3,102,63,0.1302,0.53
3,103,63,0.4698,0.652
3,104,63,0.355,0.769
3,105,63,0.2527,0.827
3,106,63,0.0698,0.887
3,107,64,0.9333,0.117
3,108,64,0.5674,0.296
3,109,64,0.186,0.356
3,110,64,0.3519,0.592
3,111,64,0.6729,0.712
3,112,64,0.0698,0.888
3,113,65,0.0682,0.113
3,114,65,0.276,0.291
3,115,65,0.0682,0.471
3,116,65,0.0698,0.649
3,117,65,0.4434,0.829
3,118,65,0.0744,0.888
3,119,66,0.5504,0.118
3,120,66,0.3705,0.178
3,121,66,0.8109,0.299
3,122,66,0.9318,0.419
3,123,66,0.2884,0.478
3,124,66,0.2279,0.535
3,125,66,0.9333,0.657
3,126,66,0.293,0.714
3,127,66,0.6543,0.838
3,128,66,0.9333,0.896
3,129,66,0.076,0.896
3,130,67,0.3023,0.109
3,131,67,0.2713,0.229
3,132,67,0.4667,0.41
3,133,67,0.4806,0.531
3,134,67,0.9333,0.651
3,135,67,0.0713,0.652
3,136,67,0.9333,0.772
3,137,67,0.0744,0.892
3,138,68,0.1178,0.06
3,139,68,0.5488,0.176
3,140,68,0.2558,0.417
3,141,68,0.4977,0.595
3,142,68,0.3318,0.716
3,143,68,0.2651,0.834
3,144,68,0.0729,0.893
3,145,69,0.0713,0.119
3,146,69,0.1938,0.179
3,147,69,0.5628,0.358
3,148,69,0.0589,0.658
3,149,69,0.0667,0.896
3,150,70,0.4419,0.478
3,151,70,0.1457,0.596
3,152,70,0.524,0.836
3,153,70,0.076,0.897
3,154,71,0.3132,0.058
3,155,71,0.3008,0.236
3,156,71,0.3287,0.352
3,157,71,0.3705,0.473
3,158,71,0.9349,0.591
3,159,71,0.0698,0.59
3,160,71,0.0682,0.771
3,161,71,0.0698,0.888
3,162,72,0.9349,0.116
3,163,72,0.3674,0.292
3,164,72,0.4899,0.412
3,165,72,0.169,0.472
3,166,72,0.0713,0.589
3,167,72,0.7721,0.712
3,168,72,0.0682,0.772
3,169,73,0.3473,0.116
3,170,73,0.0713,0.176
3,171,73,0.8341,0.355
3,172,73,0.4558,0.413
3,173,73,0.6279,0.533
3,174,73,0.1287,0.718
3,175,73,0.0682,0.897
3,176,74,0.4992,0.18
3,177,74,0.3721,0.24
3,178,74,0.0698,0.416
3,179,74,0.5039,0.535
3,180,74,0.6248,0.713
3,181,74,0.0713,0.891
3,182,75,0.4512,0.177
3,183,75,0.231,0.295
3,184,75,0.1891,0.355
3,185,75,0.6512,0.473
3,186,75,0.0713,0.591
3,187,75,0.8155,0.713
3,188,75,0.4465,0.833
3,189,75,0.0698,0.891
3,190,76,0.0744,0.285
3,191,76,0.2481,0.347
3,192,76,0.3395,0.406
3,193,76,0.1969,0.525
3,194,76,0.6109,0.764
3,195,76,0.0713,0.816
3,196,77,0.3922,0.239
3,197,77,0.7008,0.358
3,198,77,0.1581,0.477
3,199,77,0.7566,0.596
3,200,77,0.1566,0.657
4,1,77,0.0744,0.894
4,2,78,0.7876,0.174
4,3,78,0.9318,0.294
4,4,78,0.0698,0.348
4,5,78,0.2806,0.473
4,6,78,0.0698,0.893
4,7,79,0.9333,0.661
4,8,79,0.0698,0.775
4,9,79,0.0713,0.892
4,10,80,0.9318,0.237
4,11,80,0.9333,0.355
4,12,80,0.5581,0.476
4,13,80,0.3411,0.655
4,14,80,0.0729,0.895
4,15,81,0.5659,0.177
4,16,81,0.7969,0.298
4,17,81,0.6388,0.417
4,18,81,0.0744,0.896
4,19,82,0.8047,0.359
4,20,82,0.9302,0.83
4,21,82,0.0698,0.89
4,22,83,0.369,0.119
4,23,83,0.3364,0.179
4,24,83,0.5132,0.359
4,25,83,0.8264,0.477
4,26,83,0.0698,0.533
4,27,83,0.8093,0.775
4,28,83,0.0698,0.891
4,29,84,0.4078,0.353
4,30,84,0.0589,0.474
4,31,84,0.507,0.774
4,32,84,0.0744,0.893
4,33,85,0.8496,0.174
4,34,85,0.2977,0.235
4,35,85,0.7271,0.353
4,36,85,0.3643,0.413
4,37,85,0.7411,0.531
4,38,85,0.6,0.833
4,39,85,0.0698,0.894
4,40,86,0.0698,0.061
4,41,86,0.769,0.361
4,42,86,0.7473,0.541
4,43,86,0.9349,0.659
4,44,86,0.6558,0.718
4,45,86,0.6186,0.778
4,46,86,0.0698,0.896
4,47,87,0.0713,0.058
4,48,87,0.1178,0.118
4,49,87,0.0713,0.237
4,50,87,0.9333,0.354
4,51,87,0.631,0.476
4,52,87,0.1674,0.596
4,53,87,0.845,0.775
4,54,87,0.0729,0.895
4,55,88,0.6806,0.237
4,56,88,0.7674,0.357
4,57,88,0.6124,0.474
4,58,88,0.5566,0.593
4,59,88,0.4698,0.771
4,60,88,0.0698,0.888
4,61,89,0.369,0.176
4,62,89,0.6326,0.236
4,63,89,0.0682,0.233
4,64,89,0.6667,0.415
4,65,89,0.7178,0.476
4,66,89,0.4341,0.532
4,67,89,0.8062,0.654
4,68,89,0.6868,0.771
4,69,89,0.0713,0.891
4,70,90,0.8434,0.231
4,71,90,0.6109,0.352
4,72,90,0.1705,0.588
4,73,90,0.724,0.835
4,74,90,0.0698,0.892
4,75,91,0.6744,0.119
4,76,91,0.9333,0.299
4,77,91,0.5628,0.358
4,78,91,0.0713,0.534
4,79,91,0.6713,0.715
4,80,91,0.4698,0.837
4,81,91,0.0682,0.896
4,82,92,0.4791,0.115
4,83,92,0.1752,0.233
4,84,92,0.0682,0.411
4,85,92,0.0682,0.653
4,86,92,0.0698,0.889
4,87,93,0.4977,0.48
4,88,93,0.1798,0.597
4,89,93,0.0729,0.897
4,90,94,0.3736,0.238
4,91,94,0.445,0.298
4,92,94,0.5442,0.475
4,93,94,0.0698,0.537
4,94,94,0.0713,0.595
4,95,94,0.2233,0.776
4,96,94,0.0682,0.895
4,97,95,0.0698,0.479
4,98,95,0.2605,0.659
4,99,95,0.8078,0.836
4,100,95,0.0729,0.899
4,101,96,0.2248,0.053
4,102,96,0.7225,0.175
4,103,96,0.5023,0.295
4,104,96,0.2543,0.414
4,105,96,0.8233,0.534
4,106,96,0.5426,0.592
4,107,96,0.1597,0.654
4,108,96,0.0713,0.891
4,109,97,0.1395,0.173
4,110,97,0.8217,0.354
4,111,97,0.9349,0.474
4,112,97,0.5953,0.533
4,113,97,0.4651,0.595
4,114,97,0.0713,0.776
4,115,97,0.0698,0.838
4,116,97,0.0713,0.897
4,117,98,0.3101,0.172
4,118,98,0.2016,0.291
4,119,98,0.1597,0.414
4,120,98,0.1752,0.53
4,121,98,0.831,0.654
4,122,98,0.0713,0.891
4,123,99,0.5659,0.236
4,124,99,0.5767,0.417
4,125,99,0.276,0.477
4,126,99,0.0713,0.656
4,127,99,0.0698,0.715
4,128,99,0.6248,0.837
4,129,99,0.0713,0.896
4,130,100,0.155,0.235
4,131,100,0.707,0.473
4,132,100,0.8233,0.592
4,133,100,0.1628,0.591
4,134,100,0.4233,0.711
4,135,100,0.0682,0.89
4,136,101,0.0729,0.227
4,137,101,0.8543,0.409
4,138,101,0.369,0.47
4,139,101,0.2667,0.591
4,140,101,0.0667,0.652
4,141,101,0.5364,0.834
4,142,101,0.0698,0.894
4,143,102,0.676,0.117
4,144,102,0.4326,0.176
4,145,102,0.414,0.355
4,146,102,0.2729,0.415
4,147,102,0.2109,0.535
4,148,102,0.0667,0.774
4,149,102,0.0698,0.891
4,150,103,0.5721,0.173
4,151,103,0.7225,0.235
4,152,103,0.707,0.415
4,153,103,0.9333,0.478
4,154,103,0.4744,0.536
4,155,103,0.8403,0.656
4,156,103,0.1721,0.714
4,157,103,0.0698,0.895
4,158,104,0.5767,0.237
4,159,104,0.724,0.355
4,160,104,0.9302,0.474
4,161,104,0.214,0.535
4,162,104,0.9302,0.654
4,163,104,0.676,0.714
4,164,104,0.5163,0.774
4,165,104,0.0667,0.894
4,166,105,0.2992,0.351
4,167,105,0.7302,0.533
4,168,105,0.2605,0.714
4,169,105,0.0698,0.777
4,170,105,0.0744,0.896
4,171,106,0.0775,0.297
4,172,106,0.7147,0.601
4,173,106,0.0713,0.9
4,174,107,0.0713,0.41
4,175,107,0.9349,0.652
4,176,107,0.0713,0.897
5,1,108,0.0775,0.47
5,2,108,0.7597,0.652
5,3,108,0.4481,0.833
5,4,108,0.0806,0.892
5,5,109,0.7705,0.112
5,6,109,0.6775,0.294
5,7,109,0.1628,0.657
5,8,109,0.076,0.895
5,9,110,0.4372,0.236
5,10,110,0.7767,0.477
5,11,110,0.9318,0.653
5,12,110,0.0729,0.896
5,13,111,0.4605,0.24
5,14,111,0.7318,0.42
5,15,111,0.293,0.538
5,16,111,0.6217,0.658
5,17,111,0.645,0.778
5,18,111,0.0744,0.897
5,19,112,0.2109,0.113
5,20,112,0.755,0.234
5,21,112,0.062,0.292
5,22,112,0.4047,0.476
5,23,112,0.7008,0.595
5,24,112,0.2155,0.656
5,25,112,0.0729,0.716
5,26,112,0.076,0.898
5,27,113,0.155,0.294
5,28,113,0.9333,0.594
5,29,113,0.4884,0.656
5,30,113,0.5395,0.775
5,31,113,0.0729,0.896
5,32,114,0.5984,0.112
5,33,114,0.9256,0.231
5,34,114,0.4977,0.295
5,35,114,0.4093,0.416
5,36,114,0.0775,0.903
5,37,115,0.4884,0.231
5,38,115,0.4636,0.351
5,39,115,0.293,0.655
5,40,115,0.0744,0.897
5,41,116,0.2109,0.171
5,42,116,0.4171,0.291
5,43,116,0.3938,0.655
5,44,116,0.1845,0.837
5,45,116,0.0713,0.898
5,46,117,0.7938,0.173
5,47,117,0.0698,0.294
5,48,117,0.1581,0.413
5,49,117,0.6806,0.654
5,50,117,0.2806,0.717
5,51,117,0.2124,0.775
5,52,117,0.0713,0.894
5,53,118,0.7798,0.113
5,54,118,0.1116,0.174
5,55,118,0.4512,0.358
5,56,118,0.9318,0.479
5,57,118,0.4124,0.538
5,58,118,0.8047,0.662
5,59,118,0.0744,0.902
5,60,119,0.3132,0.115
5,61,119,0.6744,0.295
5,62,119,0.2264,0.415
5,63,119,0.9287,0.654
5,64,119,0.5302,0.775
5,65,119,0.0837,0.897
5,66,120,0.738,0.17
5,67,120,0.0698,0.351
5,68,120,0.3023,0.529
5,69,120,0.0698,0.589
5,70,120,0.7023,0.829
5,71,120,0.0729,0.892
5,72,121,0.2853,0.172
5,73,121,0.0698,0.294
5,74,121,0.5178,0.411
5,75,121,0.0713,0.537
5,76,121,0.062,0.659
5,77,121,0.0837,0.897
5,78,122,0.7674,0.179
5,79,122,0.1938,0.236
5,80,122,0.4791,0.355
5,81,122,0.386,0.416
5,82,122,0.6589,0.536
5,83,122,0.3318,0.594
5,84,122,0.0713,0.895
5,85,123,0.2574,0.109
5,86,123,0.169,0.23
5,87,123,0.6109,0.351
5,88,123,0.9349,0.531
5,89,123,0.6016,0.653
5,90,123,0.0713,0.899
5,91,124,0.7333,0.179
5,92,124,0.738,0.36
5,93,124,0.7178,0.419
5,94,124,0.6,0.48
5,95,124,0.6124,0.598
5,96,124,0.1302,0.718
5,97,124,0.0729,0.78
5,98,124,0.0713,0.9
5,99,125,0.6496,0.172
5,100,125,0.4651,0.292
5,101,125,0.2543,0.596
5,102,125,0.1488,0.775
5,103,125,0.0744,0.897
5,104,126,0.4775,0.122
5,105,126,0.786,0.599
5,106,126,0.1845,0.656
5,107,126,0.8016,0.836
5,108,126,0.0744,0.895
5,109,127,0.7519,0.17
5,110,127,0.0682,0.232
5,111,127,0.1023,0.475
5,112,127,0.4543,0.658
5,113,127,0.2977,0.718
5,114,127,0.0682,0.84
5,115,127,0.0682,0.899
5,116,128,0.2109,0.246
5,117,128,0.8171,0.361
5,118,128,0.4775,0.42
5,119,128,0.3612,0.484
5,120,128,0.1101,0.542
6,1,128,0.8202,0.776
6,2,128,0.307,0.837
6,3,128,0.0744,0.899
6,4,129,0.7364,0.112
6,5,129,0.0698,0.167
6,6,129,0.7752,0.294
6,7,129,0.062,0.411
6,8,129,0.9349,0.53
6,9,129,0.5333,0.65
6,10,129,0.5504,0.713
6,11,129,0.4512,0.771
6,12,129,0.8481,0.891
6,13,129,0.0698,0.89
6,14,130,0.8,0.238
6,15,130,0.2109,0.3
6,16,130,0.9318,0.42
6,17,130,0.6264,0.482
6,18,130,0.6295,0.539
6,19,130,0.6341,0.601
6,20,130,0.6372,0.78
6,21,130,0.4512,0.841
6,22,130,0.0682,0.901
6,23,131,0.6899,0.113
6,24,131,0.7953,0.174
6,25,131,0.9318,0.296
6,26,131,0.4047,0.414
6,27,131,0.9302,0.534
6,28,131,0.324,0.594
6,29,131,0.9318,0.776
6,30,131,0.076,0.893
6,31,132,0.8124,0.117
6,32,132,0.1147,0.177
6,33,132,0.0698,0.296
6,34,132,0.1535,0.417
6,35,132,0.5132,0.535
6,36,132,0.2899,0.595
6,37,132,0.9302,0.715
6,38,132,0.1659,0.776
6,39,132,0.0713,0.898
6,40,133,0.0729,0.057
6,41,133,0.6512,0.236
6,42,133,0.1287,0.298
6,43,133,0.4217,0.416
6,44,133,0.3597,0.479
6,45,133,0.6837,0.659
6,46,133,0.9302,0.779
6,47,133,0.0775,0.9
6,48,134,0.1333,0.109
6,49,134,0.0698,0.291
6,50,134,0.0729,0.35
6,51,134,0.0698,0.473
6,52,134,0.7705,0.655
6,53,134,0.0713,0.716
6,54,134,0.0713,0.899
6,55,135,0.476,0.171
6,56,135,0.5938,0.29
6,57,135,0.3969,0.351
6,58,135,0.6186,0.477
6,59,135,0.6961,0.537
6,60,135,0.0682,0.658
6,61,135,0.1364,0.719
6,62,135,0.5085,0.783
6,63,135,0.0713,0.902
6,64,136,0.4713,0.112
6,65,136,0.4729,0.414
6,66,136,0.4217,0.657
6,67,136,0.2822,0.718
6,68,136,0.3845,0.895
6,69,136,0.0729,0.899
6,70,137,0.4372,0.12
6,71,137,0.0698,0.181
6,72,137,0.6016,0.299
6,73,137,0.7922,0.42
6,74,137,0.0713,0.476
6,75,137,0.4,0.598
6,76,137,0.6961,0.777
6,77,137,0.0713,0.897
6,78,138,0.6868,0.117
6,79,138,0.0682,0.174
6,80,138,0.0682,0.355
6,81,138,0.0713,0.412
6,82,138,0.7876,0.538
6,83,138,0.4124,0.595
6,84,138,0.8124,0.715
6,85,138,0.9318,0.836
6,86,138,0.076,0.895
6,87,139,0.0682,0.231
6,88,139,0.493,0.413
6,89,139,0.431,0.714
6,90,139,0.0729,0.895
6,91,140,0.2682,0.111
6,92,140,0.6977,0.233
6,93,140,0.9318,0.355
6,94,140,0.3457,0.414
6,95,140,0.5907,0.716
6,96,140,0.7535,0.835
6,97,140,0.0651,0.896
6,98,141,0.2775,0.119
6,99,141,0.0682,0.18
6,100,141,0.3736,0.299
6,101,141,0.0713,0.359
6,102,141,0.7705,0.481
6,103,141,0.4031,0.541
6,104,141,0.8062,0.722
6,105,141,0.6481,0.84
6,106,141,0.0713,0.898
6,107,142,0.5984,0.173
6,108,142,0.9333,0.355
6,109,142,0.2682,0.41
6,110,142,0.4837,0.592
6,111,142,0.1302,0.652
6,112,142,0.2744,0.773
6,113,142,0.0682,0.83
6,114,142,0.0682,0.893
6,115,143,0.0698,0.169
6,116,143,0.4775,0.29
6,117,143,0.0713,0.412
6,118,143,0.3349,0.599
6,119,143,0.2946,0.72
6,120,143,0.0713,0.901
6,121,144,0.7163,0.234
6,122,144,0.5566,0.295
6,123,144,0.4372,0.354
6,124,144,0.6155,0.596
6,125,144,0.6264,0.657
6,126,144,0.1612,0.837
6,127,144,0.0698,0.9
6,128,145,0.7411,0.12
6,129,145,0.2202,0.242
6,130,145,0.2186,0.3
6,131,145,0.9333,0.481
6,132,145,0.4713,0.723
6,133,145,0.0729,0.902
6,134,146,0.7287,0.231
6,135,146,0.631,0.415
6,136,146,0.3364,0.533
6,137,146,0.0682,0.772
6,138,146,0.0682,0.894
6,139,147,0.0682,0.173
6,140,147,0.2388,0.473
6,141,147,0.5829,0.715
6,142,147,0.0682,0.894
6,143,148,0.4155,0.115
6,144,148,0.4791,0.353
6,145,148,0.4884,0.414
6,146,148,0.1876,0.594
6,147,148,0.0698,0.899
